code,name,credits,description,prerequisite,registration,termsOffered,gradeMode,additionalInformation
ANEQ 460,Meat Safety  ,2 (2-0-0),Course Description: Meat safety;  food borne pathogens; hazard analysis critical control points (HACCP) and total quality management (TQM) practices.,Prerequisite:  CHEM 100 to 199 - at least 3 credits.Term Offered: Spring.,,,Grade Mode:  Traditional.,"Special Course Fee:  No.
",
ANEQ 470,Meat Processing Systems  ,4 (3-2-0),"Course Description: Advanced understanding of the manufacturing, packaging, distribution, storage, and cooking of meat products.","Prerequisite:  ANEQ 360. Restriction: Must be a: Senior, Senior - Post Bachelor, Senior - Second Bachelor.",,,Grade Mode:  Traditional.,"Special Course Fee:  Yes.
",,Registration Information: Senior standing. Must register for lecture and lab.Term Offered: Spring.
ANEQ 472,Sheep Systems  ,3 (2-2-0),"Course Description: Sheep production under farm and ranch conditions; products, breeds, breeding, nutrition, reproduction, and management systems.","Prerequisite:  None. Restriction: Must be a: Senior, Senior - 5yr Bachelor, Senior - Post Bachelor, Senior - Second Bachelor.",,,Grade Mode:  Traditional.,"Special Course Fee:  No.
",,Registration Information: Senior standing. Must register for lecture and laboratory.Term Offered: Spring.
ANEQ 473,Dairy Systems  ,3 (2-3-0),"Course Description: Integration of nutrition, genetics, physiology, and economics for management decisions of dairy farm operations and production and marketing of milk.",Prerequisite:  (ANEQ 230 with a minimum grade of C or ANEQ 305 with a minimum grade of C or BMS 300 with a minimum grade of C) and (ANEQ 310 with a minimum grade of C and ANEQ 320 with a minimum grade of C). Restriction: .,,,Grade Mode:  Traditional.,"Special Course Fee:  No.
",,Registration Information: Senior standing. Must register for lecture and laboratory.Term Offered: Fall.
ANEQ 474,Swine Systems  ,3 (2-2-0),"Course Description: Production of purebred and commercial swine; breeds, breeding, feeding, marketing, and management.","Prerequisite:  None. Restriction: Must be a: Senior, Senior - 5yr Bachelor, Senior - Post Bachelor, Senior - Second Bachelor.",,"Terms Offered: Fall, Spring.",Grade Mode:  Traditional.,"Special Course Fee:  Yes.
",,Registration Information: Senior standing. Must register for lecture and laboratory.
ANEQ 475,Travel Abroad-Animal Agriculture  ,2 (2-0-0),"Course Description: Onsite evaluation of international animal agriculture systems with emphasis on production, marketing, and management.",Prerequisite:  None.,,"Terms Offered: Fall, Spring, Summer.",Grade Mode:  Traditional.,"Special Course Fee:  No.
",,Registration Information: Written consent of instructor.
ANEQ 476,Feedlot Systems  ,3 (3-0-0),Course Description: Feedlot facilities;  nutrition;  procurement;  merchandising;  handling;  processing cattle;  health care;  custom feeding; managerial duties.,"Prerequisite:  ANEQ 320. Restriction: Must be a: Senior, Senior - 5yr Bachelor, Senior - Post Bachelor, Senior - Second Bachelor.",,,Grade Mode:  Traditional.,"Special Course Fee:  Yes.
",,Registration Information: Senior standing.Term Offered: Spring.
ANEQ 478,Beef Systems  ,3 (2-2-0),Course Description: Beef production as related to consumer through seedstock segments. Major emphasis on cow-calf management.,"Prerequisite:  None. Restriction: Must be a: Senior, Senior - 5yr Bachelor, Senior - Post Bachelor, Senior - Second Bachelor.",,,Grade Mode:  Traditional.,"Special Course Fee:  Yes.
",,Registration Information: Senior standing. Must register for lecture and laboratory. Required field trips.Term Offered: Fall.
ANEQ 486,Therapeutic Riding Instructor Practicum  Credit,1 (0-3-0),Course Description: Mentor-guided teaching hours to students preparing for the PATH International Instructor examination.,Prerequisite:  ANEQ 365.Term Offered: Fall.,,,Grade Mode:  S/U Sat/Unsat Only.,"Special Course Fee:  No.
",
ANEQ 487,A  Internship: Animal  ,Var[1-6] (0-0-0),Course Description: ,Prerequisite:  None.,,"Terms Offered: Fall, Spring, Summer.",Grade Mode:  S/U Sat/Unsat Only.,"Special Course Fee:  No.
",,Registration Information: Written consent of instructor. Maximum of 6 credits allowed in course.
ANEQ 487,B  Internship: Equine  ,Var[1-6] (0-0-0),Course Description: ,Prerequisite:  None.,,"Terms Offered: Fall, Spring, Summer.",Grade Mode:  S/U Sat/Unsat Only.,"Special Course Fee:  No.
",,Registration Information: Written consent of instructor. Maximum of 6 credits allowed in course.
ANEQ 495,Independent Study  ,Var[1-18] (0-0-0),Course Description: ,Prerequisite:  None.,,"Terms Offered: Fall, Spring, Summer.",Grade Mode:  S/U Sat/Unsat Only.,"Special Course Fee:  No.
",,Registration Information: Written consent of instructor. Maximum of 6 credits allowed in course.
ANEQ 496,Group Study  ,Var[1-5] (0-0-0),Course Description: ,Prerequisite:  None.,,"Terms Offered: Fall, Spring, Summer.","Grade Modes:  S/U Sat/Unsat Only, Traditional.","Special Course Fee:  No.
",,Registration Information: Written consent of instructor. Maximum of 6 credits allowed in course.
ANEQ 500,Recent Developments  ,Var[1-6] (0-0-0),"Course Description: Recent developments in animal science, avian science, and food technology.","Prerequisite:  None. Restriction: Must be a: Graduate, Professional.",,,"Grade Modes:  S/U within Student Option, Trad within Student Option.","Special Course Fee:  No.
",,Registration Information: Graduate standing.Term Offered: Summer.
ANEQ 505,Microbiome of Animal Systems  ,3 (2-2-0),"Course Description: Provides background knowledge, and practical skills required for analyzing microbiome data sets. Technical issues such as primer choice, sequence variant vs OTU picking, rarefaction vs CSS, and study effects are discussed.",Prerequisite:  None.,,"Terms Offered: Fall, Spring, Summer.",Grade Mode:  Traditional.,"Special Course Fee:  No.
",,Registration Information: Junior standing. Must register for lecture and laboratory. Written consent of instructor. Credit not allowed for both ANEQ 505 and ANEQ 580A5.
ANEQ 510,Bovine Reproduction Management  ,4 (3-2-0),"Course Description: Role of reproduction in economic efficiency of cattle production systems. Causes of delayed breeding and nonpregnancy, abortion and perinatal mortality.",Prerequisite:  ANEQ 310.,,,Grade Mode:  Traditional.,"Special Course Fee:  Yes.
",,Registration Information: Must register for lecture and laboratory.Term Offered: Fall.
ANEQ 522,Animal Metabolism  ,3 (3-0-0),"Course Description: Nutrient digestion, absorption, transport and metabolism in monogastric and ruminant domestic species as affected by physiological changes.",Prerequisite:  CHEM 346 or CHEM 245 and CHEM 246.Term Offered: Fall.,,,Grade Mode:  Traditional.,"Special Course Fee:  No.
",
ANEQ 525,Advanced Meat Science  ,3 (3-0-0),Course Description: Advanced study of fundamental and biochemical basis of meat quality.,Prerequisite:  ANEQ 360 with a minimum grade of C.,,,Grade Mode:  Traditional.,"Special Course Fee:  No.
",,Registration Information: Junior standing. Credit not allowed for both ANEQ 525 and ANEQ 581A5.Term Offered: Spring.
ANEQ 531,Applied Bovine Respiratory Disease Management  Credit,1 (1-0-0),"Course Description: Economic significance, management and measurement of bovine respiratory disease; introduction to genetic influence on susceptibility.",Prerequisite:  ANEQ 313 or ANEQ 346.,,,Grade Mode:  Traditional.,"Special Course Fee:  No.
",,Registration Information: Written consent of instructor. Offered as an online course only. This is a partial semester course. Senior standing. Credit not allowed for both ANEQ 531 and ANEQ 580A1.Term Offered: Fall.
ANEQ 532,Genetics of Bovine Respiratory Disease  Credit,1 (1-0-0),Course Description: Quantitative and molecular perspectives on the genetics of susceptibility to bovine respiratory disease (BRD); genetic improvement in BRD susceptibility.,Prerequisite:  ANEQ 330 and ANEQ 531.,,,Grade Mode:  Traditional.,"Special Course Fee:  No.
",,Registration Information: Senior standing. Written consent of instructor. Offered as an online course only. This is a partial semester course. Credit not allowed for both ANEQ 532 and ANEQ 580A2.Term Offered: Spring.
ANEQ 533,Marker and Gene Assisted Selection  Credit,1 (1-0-0),Course Description: Approaches to including DNA marker and gene information into livestock selection decisions to improve accuracy and rate of genetic improvement.,Prerequisite:  ANEQ 535 or ANEQ 575.,,,Grade Mode:  Traditional.,"Special Course Fee:  No.
",,Registration Information: Graduate standing. Written consent of instructor. Offered as an online course only. This is a partial semester course. Credit not allowed for both ANEQ 533 and ANEQ 580A3.Term Offered: Spring.
ANEQ 534,Markers to Gene Function - Functional Change  Credit,1 (1-0-0),Course Description: Results of marker association analyses are expanded to how sequence polymorphisms translate into functional changes in the animal genome and variation in animal performance. Topics include an introduction to the tools used to generate multi-omics data and how these data are used in genetic evaluation and animal improvement programs.,Prerequisite:  ANEQ 328.,,,Grade Mode:  Traditional.,"Special Course Fee:  No.
",,Registration Information: Senior standing. Written consent of instructor. Offered as an online course only. This is a partial semester course. Credit not allowed for both ANEQ 534 and ANEQ 580A4.Term Offered: Spring.
ANEQ 535,Genetic Prediction in Livestock  Credit,1 (1-0-0),Course Description: Emphasizes approaches to genetic prediction in livestock focusing on the use of mixed models and best linear unbiased prediction.,Prerequisite:  ANEQ 575.,,,Grade Mode:  Traditional.,"Special Course Fee:  No.
",,Registration Information: Graduate standing. Written consent of instructor. Offered as an online course only. This is a partial semester course. Credit not allowed for both ANEQ 535 and ANEQ 581A1.Term Offered: Fall.
ANEQ 536,Livestock Variance Component Estimation  Credit,1 (1-0-0),Course Description: Emphasizes approaches to estimation of (co)variance components and genetic parameters required to solve mixed models in livestock genetics.,Prerequisite:  ANEQ 535 or ANEQ 575.,,,Grade Mode:  Traditional.,"Special Course Fee:  No.
",,Registration Information: Senior standing. Written consent of instructor. Offered as an online course only. This is a partial semester course. Credit not allowed for both ANEQ 536 or ANEQ 581A2.Term Offered: Fall.
ANEQ 545,Molecular Methods in Animal Genetics  ,3 (0-6-0),Course Description: Hands-on learning exercises to help develop technical skills and conceptual understanding for critical evaluation of animal genetics at the molecular level. Practical experience in classical and modern genetics laboratory techniques as well as an appreciation for when these techniques should be applied and how to interpret the results.,Prerequisite:  ANEQ 330 or ANEQ 334.,,,Grade Mode:  Traditional.,"Special Course Fee:  No.
",,Registration Information: Senior standing. Credit not allowed for both ANEQ 545 and ANEQ 581A3.Term Offered: Fall.
ANEQ 548,Issues in Manure Management  ,4 (2-2-1),Course Description: Manure management practices maximizing benefits to soils and crops while minimizing hazards to air and water quality and complying with regulations.,Prerequisite:  CHEM 100 to 199 - at least 3 credits.,,,Grade Mode:  Traditional.,"Special Course Fee:  No.
",,"Registration Information: Credit allowed for only one of the following courses: ANEQ 448, ANEQ 548, SOCR 448, SOCR 548. Must register for lecture, laboratory, and recitation. Required field trips.Term Offered: Fall (even years)."
ANEQ 551,Field Necropsy  ,2 (1-2-0),Course Description: Field necropsy techniques for collection of animal tissues for submission to a diagnostic laboratory.,"Prerequisite:  (ANEQ 230 or BMS 300 or ANEQ 305) and (VS 313 or ANEQ 346 or MIP 315 or ANEQ 313). Restriction: Must be a: Graduate, Professional.",,"Terms Offered: Fall, Spring.",Grade Mode:  Traditional.,"Special Course Fee:  Yes.
",,Registration Information: Junior or senior standing. Must register for lecture and laboratory.
ANEQ 555,Life Cycle Assessment for Sustainability  ,3 (3-0-0),"Course Description: The quantitative and qualitative measure of cradle-to-grave impacts of products and services on the environment, the economy, and society.",Prerequisite:  BIOM 300 to 479 or BZ 300 to 379 or BZ 400 to 479 or CHEM 300 to 379 or CHEM 400 to 479 or CIVE 300 to 479 or ECOL 300 to 379 or ENGR 300 or MECH 300 to 379.,,,Grade Mode:  Traditional.,"Special Course Fee:  No.
",,Also Offered As:  ESS 555.,"Registration Information: Sections may be offered: Online. Credit allowed for only one of the following: ANEQ 555, ENGR 555, ESS 555, ENGR 581A1, or ESS 581A1.Term Offered: Spring."
ANEQ 565,Interpreting Animal Science Research  ,3 (3-0-0),"Course Description: Designing, conducting, analyzing, and reporting of animal science research.",Prerequisite:  (ANEQ 101 or ANEQ 102) and (STAT 100 to 499 - at least 3 credits).Term Offered: Spring.,,,Grade Mode:  Traditional.,"Special Course Fee:  No.
",
ANEQ 567,HACCP Meat Safety  ,2 (2-0-0),Course Description: Control of health problems in meat products through hazard analysis critical control point (HACCP) and total quality management (TQM) practices.,Prerequisite:  ANEQ 460.,,,Grade Mode:  Traditional.,"Special Course Fee:  No.
",,Registration Information: This is a partial-semester course.Term Offered: Spring.
ANEQ 575,Computational Biology in Animal Breeding  ,3 (2-2-0),Course Description: Numerical analysis and use of computers to solve problems in animal improvement.,Prerequisite:  None. Restriction: Must be a: Graduate.,,,Grade Mode:  Traditional.,"Special Course Fee:  No.
",,Registration Information: Graduate standing or written consent of instructor. Must register for lecture and laboratory.Term Offered: Fall (odd years).
ANEQ 587,Internship  ,Var[1-9] (0-0-0),Course Description: ,Prerequisite:  None.,,"Terms Offered: Fall, Spring, Summer.",Grade Mode:  S/U Sat/Unsat Only.,"Special Course Fee:  No.
",,Registration Information: Written consent of instructor.
ANEQ 610,Hormonal Regulation of Growth  ,2 (2-0-0),Course Description: Cellular and molecular regulation of animal growth by hormones and growth factors.,"Prerequisite:  BMS 501. Restriction: Must be a: Graduate, Professional.Term Offered: Spring (odd years).",,,Grade Mode:  Traditional.,"Special Course Fee:  No.
",
ANEQ 621,Vitamin and Mineral Metabolism  ,3 (3-0-0),Course Description: Vitamin and mineral metabolism in domestic animals.,"Prerequisite:  None. Restriction: Must be a: Graduate, Professional.",,,Grade Mode:  Traditional.,"Special Course Fee:  No.
",,Registration Information: Graduate standing.Term Offered: Spring (even years).
ANEQ 626,"Animal Nutrition, Emissions, and Management  ",4 (3-3-0),Course Description: Nutrients and nutrient function required to support animal life through all physiological states and assessment of the impacts on gaseous emissions from these animals.,"Prerequisite:  None. Restriction: Must be a: Graduate, Professional.",,"Terms Offered: Fall, Spring.",Grade Mode:  Traditional.,"Special Course Fee:  Yes.
",,Registration Information: Must register for lecture and laboratory. Required field trips.
ANEQ 631,Selection Index Theory  ,3 (2-0-1),Course Description: Quantitative methods for genetic evaluation: selection index theory and introduction to best linear unbiased prediction.,"Prerequisite:  None. Restriction: Must be a: Graduate, Professional.",,,"Grade Modes:  S/U within Student Option, Trad within Student Option.","Special Course Fee:  No.
",,Registration Information: Graduate standing. Must register for lecture and recitation.Term Offered: Spring (even years).
ANEQ 660,Topics in Meat Safety  Credit,1 (1-0-0),Course Description: Topics of current concern in meat safety.,"Prerequisite:  ANEQ 567. Restriction: Must be a: Graduate, Professional.",,"Terms Offered: Fall, Spring.",Grade Mode:  Traditional.,"Special Course Fee:  No.
",
ANEQ 676,Molecular Approaches to Food Safety  ,3 (1-4-0),"Course Description: Molecular subtyping, tracking, and control; molecular ecology and evolution of food-borne pathogens; molecular pathogenesis of food-borne diseases.","Prerequisite:  MIP 300 or MIP 334. Restriction: Must be a: Graduate, Graduate cooperative program, Professional.",,,Grade Mode:  Traditional.,"Special Course Fee:  No.
",,Registration Information: Must register for lecture and laboratory.Term Offered: Fall (odd years).
ANEQ 699,Thesis  ,Var[1-18] (0-0-0),Course Description: ,"Prerequisite:  None. Restriction: Must be a: Graduate, Professional.",,"Terms Offered: Fall, Spring, Summer.",Grade Mode:  S/U Sat/Unsat Only.,"Special Course Fee:  No.
",,Registration Information: Written consent of instructor.
ANEQ 720,Nutritional Energetics  ,3 (3-0-0),"Course Description: Dietary energy use to meet animal requirements for maintenance, growth, pregnancy, and lactation; environmental, nutritional, and physiological effects.","Prerequisite:  None. Restriction: Must be a: Graduate, Professional.",,,Grade Mode:  Traditional.,"Special Course Fee:  No.
",,Registration Information: Graduate standing.Term Offered: Spring (odd years).
ANEQ 725,Rumen Metabolism  ,3 (3-0-0),"Course Description: Microbial degradation, transformation, and synthesis of ingested nutrients;  feed particle passage kinetics in the rumen.","Prerequisite:  None. Restriction: Must be a: Graduate, Professional.",,,Grade Mode:  Traditional.,"Special Course Fee:  No.
",,Registration Information: Graduate standing.Term Offered: Fall (odd years).
ANEQ 730,Advances in Cattle Breeding  ,3 (3-0-0),Course Description: Literature and research methods in beef cattle breeding.,"Prerequisite:  None. Restriction: Must be a: Graduate, Professional.",,,"Grade Modes:  S/U within Student Option, Trad within Student Option.","Special Course Fee:  No.
",,Registration Information: Graduate standing.Term Offered: Spring (odd years).
ANEQ 731,Advanced Genetic Prediction  ,3 (3-0-0),Course Description: Models and methods for prediction of genetic merit in livestock populations.,"Prerequisite:  ANEQ 575. Restriction: Must be a: Graduate, Professional.",,,Grade Mode:  Traditional.,"Special Course Fee:  No.
",,Registration Information: Graduate standing.Term Offered: Spring (odd years).
ANEQ 784,Supervised College Teaching  ,Var[1-18] (0-0-0),Course Description: ,"Prerequisite:  None. Restriction: Must be a: Graduate, Professional.",,"Terms Offered: Fall, Spring, Summer.",Grade Mode:  S/U Sat/Unsat Only.,"Special Course Fee:  No.
",,Registration Information: Graduate standing. Written consent of instructor.
ANEQ 792,A  Seminar,General  Credit,Course Description: ,"Prerequisite:  None. Restriction: Must be a: Graduate, Professional.",,"Terms Offered: Fall, Spring, Summer.",Grade Mode:  Instructor Option.,"Special Course Fee:  No.
",,Registration Information: Graduate standing.
ANEQ 792,B  Seminar,Breeding/Genetics  Credit,Course Description: ,"Prerequisite:  None. Restriction: Must be a: Graduate, Professional.",,"Terms Offered: Fall, Spring, Summer.",Grade Mode:  Instructor Option.,"Special Course Fee:  No.
",,Registration Information: Graduate standing.
ANEQ 792,C  Seminar,Physiology  Credit,Course Description: ,"Prerequisite:  None. Restriction: Must be a: Graduate, Professional.",,"Terms Offered: Fall, Spring, Summer.",Grade Mode:  Instructor Option.,"Special Course Fee:  No.
",,Registration Information: Graduate standing.
ANEQ 792,D  Seminar,Meat Sciences  Credit,Course Description: ,"Prerequisite:  None. Restriction: Must be a: Graduate, Professional.",,"Terms Offered: Fall, Spring, Summer.",Grade Mode:  Instructor Option.,"Special Course Fee:  No.
",,Registration Information: Graduate standing.
ANEQ 792,E  Seminar,Nutrition  Credit,Course Description: ,"Prerequisite:  None. Restriction: Must be a: Graduate, Professional.",,"Terms Offered: Fall, Spring, Summer.",Grade Mode:  Instructor Option.,"Special Course Fee:  No.
",,Registration Information: Graduate standing.
ANEQ 792,F  Seminar,Livestock Management Systems  Credit,Course Description: ,"Prerequisite:  None. Restriction: Must be a: Graduate, Professional.",,"Terms Offered: Fall, Spring, Summer.",Grade Mode:  Instructor Option.,"Special Course Fee:  No.
",,Registration Information: Graduate standing.
ANEQ 792,H  Seminar,Livestock Behavior and Welfare  Credit,Course Description: Issues in the field of livestock behavior and welfare.,"Prerequisite:  None. Restriction: Must be a: Graduate, Professional.",,"Terms Offered: Fall, Spring, Summer.",Grade Mode:  Instructor Option.,"Special Course Fee:  No.
",
ANEQ 795,Independent Study  ,Var[1-18] (0-0-0),Course Description: ,"Prerequisite:  None. Restriction: Must be a: Graduate, Professional.",,"Terms Offered: Fall, Spring, Summer.",Grade Mode:  S/U Sat/Unsat Only.,"Special Course Fee:  No.
",,Registration Information: Graduate standing. Written consent of instructor.
ANEQ 799,Dissertation  ,Var[1-18] (0-0-0),Course Description: ,"Prerequisite:  None. Restriction: Must be a: Graduate, Professional.",,"Terms Offered: Fall, Spring, Summer.",Grade Mode:  S/U Sat/Unsat Only.,"Special Course Fee:  No.
",,Registration Information: Graduate standing. Written consent of instructor.
